公司	年	月	日	季底普通股市值	ROE(A)－稅後	營業毛利率	稅後淨利成長率	自由現金流量(D)	ROE標準差(Rolling三年)	流動比率	負債比率	利息保障倍數	現金股利率	CAPM_Beta 一年	收盤價(元)_年	近一年報酬率 %	下一年成長
3491 昇達科	2016	12	30	3342449	13.05	36.11	-5.31	307763	1.274480286	240.69	23.13	131.05	6.17	1.1503	49	4.9776	23.7117
3491 昇達科	2017	12	29	3894366	11.33	38.45	-13.32	353763	1.877134341	187.18	27.97	120.11	5.54	0.9024	59.98	23.7117	8.0567
3491 昇達科	2018	12	28	4355385	12.86	35.97	27.05	-143380	0.942991693	297.87	19.11	136.91	4.43	0.727	64.61	8.0567	33.2856
3491 昇達科	2019	12	31	5694692	14.04	38.74	23.21	292977	1.358761691	301.24	19.31	152.99	4.27	1.4579	86.14	33.2856	-19.906
3491 昇達科	2020	12	31	4451444	6.69	37.54	-51.39	232800	3.947231097	223.43	27.6	86.68	3.49	1.094	68.99	-19.906	
3492 長盛	2007	12	31	976553	18.01	30.61	4.47	14914		185.96	42	35.22	1.51			-28.2657	-73.8659
3492 長盛	2008	12	31	258034	1.6	19.91	-90.28	28972		165.79	47.11	4.54	0			-73.8659	5.1431
3492 長盛	2009	12	31	271304	4.07	24.9	159.5	13252	8.84790559	239.14	34.64	9.89	1.36			5.1431	-6.5564
3492 長盛	2010	12	31	250662	-3.76	21.93	-188.71	27507	4.002903113	253.29	31.67	-6.8	0			-6.5564	-48.9707
3492 長盛	2011	12	30	127911	-20.97	12.84	-385.51	18940	12.80946655	160.64	36	-41.7	0			-48.9707	242.7033
